p,eps,L,mu,c,episode,convergence
1.0,0.75,1.0,0.75,0.5*(1-eps),"[0.48370916764054156, 0.47844074461069663, 0.4732505572307355, 0.46813713990967193, 0.46309889938543686, 0.45813440296249985, 0.4532421733417999, 0.4484209664108717, 0.4436692644896526, 0.4389857940305341, 0.43436930553467107, 0.42981851647748764, 0.42533211877162125, 0.4209090741237914, 0.41654806872662203, 0.4122479992698188, 0.40800775055695226, 0.4038262355539903, 0.3997023811626891]",True
1.0,0.75,1.0,0.75,0.25*(1-eps),"[0.49178459771031474, 0.48908733319682657, 0.4864103284659012, 0.48375332277904814, 0.481116264306988, 0.47849876959246856, 0.4759007839559606, 0.4733220364373751, 0.47076248754829675, 0.4682216404613066, 0.46569964836515254, 0.4631961830791418, 0.460711008355487, 0.45824402596804564, 0.4557950126015754, 0.45336379583775893, 0.45095025209349504, 0.44855416024120875, 0.44617510466805776]",True
1.0,0.75,1.5,0.0,2*(1-eps),"[0.6622033335162382, 0.637334146808987, 0.614265260571897, 0.5928078634321301, 0.5727992655509406, 0.5540969084666294, 0.5365775378977568, 0.5201319606904494, 0.5046644631809765, 0.4900903049046356, 0.4763342622201454, 0.463329475096368, 0.45101578460562736, 0.4393398218302399, 0.42825863646917345, 0.4177750043219823, 0.40785641162960024, 0.39846192590023594, 0.38955487957865587]",True
1.0,0.75,1.5,0.0,1.5*(1-eps),"[0.6821673910324784, 0.6622033720422736, 0.6433746629936987, 0.6255869526424824, 0.6087566211166299, 0.5928078173883011, 0.5776737385311338, 0.5632927513427688, 0.5496108105845862, 0.536577556100593, 0.5241481000491831, 0.5122814583640303, 0.5009402590239053, 0.49009034243189825, 0.47970038363918577, 0.4697419332068238, 0.4601884753224541, 0.451015880664553, 0.4422017696961406]",True
1.0,0.75,1.5,0.0,1*(1-eps),"[0.703372531259229, 0.6890922123957696, 0.6753802697339719, 0.6622033981639202, 0.6495308100990906, 0.6373341622553115, 0.6255870975713971, 0.6142652559256044, 0.6033458931683189, 0.5928080322574042, 0.5826315435326297, 0.572799261896743, 0.5632929336974037, 0.5540970775230758, 0.5451965029236396, 0.5365775644641029, 0.5282268021304074, 0.5201319327576345, 0.5122814962693413]",True
1.0,0.75,1.5,0.0,0.5*(1-eps),"[0.725938303011987, 0.7182572055740553, 0.7107369315190556, 0.7033725326261533, 0.6961589690653814, 0.6890922404748122, 0.6821672107657933, 0.6753802852257857, 0.6687268821973844, 0.6622030644417731, 0.655805842626784, 0.6495308261142445, 0.6433746733143152, 0.6373338753604079, 0.6314056811625258, 0.6255868453904628, 0.6198744127204533, 0.6142652350849592, 0.608756409558396]",True
1.0,0.75,1.5,0.0,0.25*(1-eps),"[0.7377730132725199, 0.7337854143894486, 0.7298408006350697, 0.725938309951682, 0.7220773361543544, 0.7182570696586644, 0.7144771165543503, 0.7107369493051524, 0.7070353068975244, 0.703372541473324, 0.6997472754711522, 0.6961591670898772, 0.6926076975579389, 0.6890921852352038, 0.6856123390406473, 0.6821673852388934, 0.6787568536543287, 0.6753802371708119, 0.6720371442554847]",True
1.0,0.75,1.5,0.75,2*(1-eps),"[0.6588204285840433, 0.6322372024093522, 0.607280460211489, 0.5838112288818944, 0.561705937298368, 0.5408543677516974, 0.5211576976302856, 0.5025272011369444, 0.48488333133276124, 0.46815337984492045, 0.4522721838401246, 0.4371804329818733, 0.42282413094042337, 0.40915409618847, 0.39612517046083495, 0.3836967647881682, 0.37183055897434064, 0.3604918183726203, 0.34964930698822005]",True
1.0,0.75,1.5,0.75,1.5*(1-eps),"[0.6801613841519816, 0.6591290610285667, 0.6390927642100527, 0.6199861793861, 0.6017486479545884, 0.5843248353932003, 0.5676637500241734, 0.5517186204423804, 0.5364465550863617, 0.5218077560877038, 0.5077656907650641, 0.49428642028952546, 0.48133850719930554, 0.4688931312413506, 0.4569229599987283, 0.4454029447876502, 0.43430959940579617, 0.4236213130595619, 0.41331748149455266]",True
1.0,0.75,1.5,0.75,1*(1-eps),"[0.7024314872680756, 0.6876237446303465, 0.6732991224663499, 0.6594353237722917, 0.6460112610277581, 0.633007172103937, 0.6204042672380891, 0.6081857539639386, 0.5963344190811357, 0.5848348129583406, 0.5736722297653336, 0.5628328481609605, 0.5523033371662006, 0.5420714662605512, 0.5321252201774905, 0.5224534668398423, 0.5130455684067681, 0.5038914768459029, 0.4949815925515216]",True
1.0,0.75,1.5,0.75,0.5*(1-eps),"[0.7256896195880621, 0.7178616585330732, 0.71016586400936, 0.7025987453067226, 0.6951579725906878, 0.6878396467681485, 0.6806416649455731, 0.6735606074434879, 0.6665940448436513, 0.6597391545194511, 0.6529935923351392, 0.6463548335988781, 0.6398200635378827, 0.6333877794176064, 0.6270550366623073, 0.6208198670142663, 0.6146799986058761, 0.6086333842998317, 0.6026779434988319]",True
1.0,0.75,1.5,0.75,0.25*(1-eps),"[0.7377090720816193, 0.7336827064989476, 0.7296908191179143, 0.7257332769720232, 0.7218094780430098, 0.7179189919355621, 0.7140613176888206, 0.7102362612881793, 0.7064432436495152, 0.7026818515020461, 0.6989518227477962, 0.6952535112008995, 0.6915849732645919, 0.687947238643696, 0.6843390899042824, 0.6807605258721504, 0.6772110018964613, 0.6736902408472543, 0.6701983737464582]",True
1.0,0.75,1.5,1.125,2*(1-eps),"[0.6570512239763493, 0.6295640582784157, 0.6036103942298929, 0.5790794323554943, 0.5558707126512956, 0.5338924639138443, 0.5130610382969165, 0.49329968442267413, 0.47453862596036167, 0.45671341298886836, 0.4397645483091332, 0.42363753031548823, 0.4082823242727817, 0.3936521223380756, 0.3797038638379636, 0.3663978681249681, 0.3536974096839699, 0.3415675683026834, 0.32997660908387944]",True
1.0,0.75,1.5,1.125,1.5*(1-eps),"[0.679122859611299, 0.6575326528450061, 0.6368643886728711, 0.6170665993855676, 0.5980916384634076, 0.5798951057843815, 0.5624355621151942, 0.5456745632284877, 0.5295758684199703, 0.5141062750023923, 0.4992337167246062, 0.4849287530827455, 0.4711639464024674, 0.4579129748540507, 0.4451516340089672, 0.4328567762439757, 0.4210067936180082, 0.40958149882545886, 0.39856112460989834]",True
1.0,0.75,1.5,1.125,1*(1-eps),"[0.7019495057659128, 0.6868697444323204, 0.6722282814978932, 0.6580084889449485, 0.644194319169254, 0.6307706281981746, 0.6177229580761819, 0.6050376200439673, 0.5927013137762267, 0.580701827133084, 0.5690268202947355, 0.557665341887187, 0.546606149718242, 0.5358385481080931, 0.5253536631182542, 0.5151408672274409, 0.5051914810655952, 0.4954966849174016, 0.48604808987844006]",True
1.0,0.75,1.5,1.125,0.5*(1-eps),"[0.7255637524354059, 0.7176611304445587, 0.7098758852266583, 0.7022057078863938, 0.69464827436437, 0.6872015990030428, 0.6798632413959733, 0.6726314580585834, 0.6655037665508341, 0.6584786129609708, 0.6515540022331735, 0.6447277919225687, 0.6379982660247858, 0.6313636222736024, 0.6248219451568603, 0.6183719778075355, 0.6120116226739205, 0.605739349133422, 0.5995535789246765]",True
1.0,0.75,1.5,1.125,0.25*(1-eps),"[0.7376768951106327, 0.7336309981758583, 0.7296154719842766, 0.7256299483567274, 0.7216744045754975, 0.7177482392232273, 0.7138512782250231, 0.7099831820114795, 0.7061437592141679, 0.7023325379490946, 0.6985495875717391, 0.6947941854902129, 0.6910663752645471, 0.6873660545625498, 0.6836922467085073, 0.6800457248487909, 0.6764249110158106, 0.6728312509631222, 0.6692629726694748]",True
1.0,0.95,0.5,0.0,2*(1-eps),"[0.24868116297250148, 0.24824464108893562, 0.24780964931733934, 0.24737617736874548, 0.24694420862731095, 0.24651374345494098, 0.24608480981884825, 0.24565734576489284, 0.24523133829085048, 0.24480685286605308, 0.24438380337966578, 0.24396223641214224, 0.24354211442310353, 0.24312342901531467, 0.2427061799079606, 0.2422903669061666, 0.24187596932894936, 0.24146296045667176, 0.2410513817322933]",True
1.0,0.95,0.5,0.0,1.5*(1-eps),"[0.2490095696216902, 0.24868116138082946, 0.24835362545582648, 0.24802694460687386, 0.24770111626498276, 0.24737616758406517, 0.24705204095915098, 0.24672879882408513, 0.24640637567598184, 0.24608480459507953, 0.24576405916325628, 0.24544417392602283, 0.24512506168379777, 0.24480686172425747, 0.2444894320320642, 0.2441727987996126, 0.2438570142544239, 0.24354209050122988, 0.24322791907321267]",True
1.0,0.95,0.5,0.0,1*(1-eps),"[0.24933883831306453, 0.24911922053918475, 0.24890000631569473, 0.24868116290018172, 0.24846270730539244, 0.24824464333668586, 0.24802693691972155, 0.2478096400440278, 0.24759271179435088, 0.24737617849315088, 0.2471600086469282, 0.2469442183833101, 0.24672878601176904, 0.24651376577658574, 0.246299081668725, 0.24608480211350908, 0.24587089364197823, 0.24565734976836412, 0.24544417125655457]",True
1.0,0.95,0.5,0.0,0.5*(1-eps),"[0.24966897895048554, 0.24955883526760225, 0.2494487880473501, 0.24933883438551344, 0.24922897116971718, 0.24911920631767448, 0.2490095696207949, 0.2488999971981194, 0.24879051534776545, 0.24868116260952933, 0.24857185617268415, 0.24846271056600455, 0.24835359957552908, 0.24824463413202744, 0.24813572974146453, 0.2480269285872138, 0.24791821508371872, 0.24780964599560704, 0.24770111884747245]",True
1.0,0.95,0.5,0.0,0.25*(1-eps),"[0.2498343798439575, 0.2497792178597091, 0.2497240888893703, 0.2496689759837433, 0.2496138868956036, 0.2495588203875611, 0.24950379293637331, 0.2494487757770145, 0.24939379399242823, 0.2493388263270939, 0.24928389039235377, 0.2492289776133363, 0.249174087557041, 0.2491192051657477, 0.24906437265892248, 0.24900953598979425, 0.24895473998634518, 0.24889997306812747, 0.24884523557299484]",True
1.0,0.95,0.5,0.25,2*(1-eps),"[0.2486789525857324, 0.24824104415517384, 0.2478043643406458, 0.24736889855697436, 0.24693463772985855, 0.24650157067638095, 0.24606972038374228, 0.24563906591179419, 0.24520958853489508, 0.2447813149236501, 0.24435420923720166, 0.24392827702017275, 0.24350350801109039, 0.24307992126660502, 0.24265745231605285, 0.24223621981641733, 0.24181609952488603, 0.24139711818523266, 0.2409792906559175]",True
1.0,0.95,0.5,0.25,1.5*(1-eps),"[0.24900832465225425, 0.2486791372045571, 0.24835064746335261, 0.24802283740439202, 0.24769570760918463, 0.24736926406568538, 0.24704351412634815, 0.246718426267466, 0.2463940328279993, 0.24607029518858414, 0.24574723545711988, 0.24542480990427198, 0.24510311499936607, 0.2447820581258816, 0.24446166809649025, 0.24414193533435521, 0.24382286346063442, 0.24350440048838998, 0.24318669422823938]",True
1.0,0.95,0.5,0.25,1*(1-eps),"[0.2493382846495516, 0.24911832657451222, 0.24889867490134068, 0.24867933182128527, 0.24846028476951917, 0.24824155632658665, 0.2480231313157919, 0.24780499899631073, 0.24758715767177927, 0.24736966470035981, 0.24715243803928658, 0.24693553745176594, 0.24671888496194264, 0.24650256805256268, 0.24628658462578532, 0.24607083345899836, 0.24585545017224678, 0.24564032293560642, 0.24542548236722084]",True
1.0,0.95,0.5,0.25,0.5*(1-eps),"[0.24966884003881168, 0.24955860567472965, 0.24944846874582158, 0.24933837896157124, 0.24922837610550888, 0.24911844911044131, 0.24900859996887656, 0.2488988100658449, 0.2487891316304167, 0.24867951553002388, 0.24856995084979502, 0.24846051031317756, 0.24835107989903418, 0.24824180799387371, 0.24813256988481983, 0.24802340262811737, 0.2479142935165288, 0.247805256459063, 0.24769636481841875]",True
1.0,0.95,0.5,0.25,0.25*(1-eps),"[0.24983434228599205, 0.2497791684368407, 0.24972401448662673, 0.24966887093077803, 0.24961375351219164, 0.24955864471296743, 0.24950355260935542, 0.2494484840475092, 0.2493934509297106, 0.24933842769094855, 0.24928341624838304, 0.24922842395990655, 0.24917344551683257, 0.2491185295932084, 0.24906357884678937, 0.24900868054811523, 0.24895377274755076, 0.24889890110012838, 0.24884402968730165]",True
1.0,0.95,0.5,0.375,2*(1-eps),"[0.24867785314271434, 0.24823928075804205, 0.2478017320444652, 0.2473652502380716, 0.24692984187164416, 0.24649551195098504, 0.2460621621261658, 0.24562987899855496, 0.24519865547808292, 0.2447684871326157, 0.24433931545936646, 0.2439112156625503, 0.24348406530624062, 0.2430580568109425, 0.2426330152429579, 0.24220895005650608, 0.24178597720664124, 0.241363966610945, 0.2409429824029984]",True
1.0,0.95,0.5,0.375,1.5*(1-eps),"[0.24900772016995498, 0.24867816611062823, 0.24834915266127683, 0.24802078796942353, 0.24769303366018716, 0.2473658299455904, 0.24703926180454672, 0.24671323890501487, 0.24638783771791392, 0.2460630248697092, 0.24573879524204426, 0.24541514660593625, 0.24509208473651195, 0.24476961988238646, 0.2444476888011491, 0.24412641313457273, 0.24380564842810337, 0.24348555707401048, 0.24316590424267273]",True
1.0,0.95,0.5,0.375,1*(1-eps),"[0.24933803703704807, 0.2491179185232842, 0.2488980022574025, 0.24867842026334216, 0.24845911799176146, 0.24824003758891852, 0.2480212203409083, 0.24780268207861786, 0.24758441527498923, 0.2473663949377244, 0.24714865391553031, 0.24693116790641031, 0.24671395621508646, 0.24649699527384816, 0.24628028021251455, 0.24606385363562466, 0.24584771409209194, 0.24563177973362443, 0.24541612015085093]",True
1.0,0.95,0.5,0.375,0.5*(1-eps),"[0.24966879403426062, 0.2495585121728208, 0.2494482960195963, 0.24933817036281816, 0.24922808730994106, 0.24911807103030761, 0.2490081482694761, 0.24889827514418142, 0.2487884430354635, 0.24867868251471403, 0.24856905361497922, 0.24845940530985025, 0.24834986155395758, 0.24824040443629242, 0.24813097478538035, 0.24802163380059639, 0.2479123151305777, 0.2478031359825387, 0.24769402257298553]",True
1.0,0.95,0.5,0.375,0.25*(1-eps),"[0.24983434114050296, 0.2497791355355572, 0.24972399654079833, 0.2496688234889897, 0.24961368207689144, 0.24955855606168068, 0.24950347837755546, 0.24944838003753392, 0.24939327616678358, 0.24933822198220046, 0.24928317890602678, 0.24922818206035874, 0.2491731784572359, 0.24911819592643228, 0.24906317985709178, 0.24900826099537285, 0.24895327547711288, 0.24889835799499682, 0.2488434994344858]",True
1.0,0.95,1.0,0.0,2*(1-eps),"[0.49736232706503614, 0.49648928776462925, 0.49561925443013166, 0.494752352342055, 0.49388840675506684, 0.49302753462222737, 0.4921696240316119, 0.4913147000486135, 0.4904627140830664, 0.4896136858978233, 0.48876764482042, 0.4879244830544562, 0.4870840472229573, 0.4862468591857594, 0.48541236801547594, 0.4845807215254225, 0.48375189764846577, 0.48292598660016284, 0.482102839054315]",True
1.0,0.95,1.0,0.0,1.5*(1-eps),"[0.4980191221264766, 0.497362333692072, 0.49670726299301826, 0.4960538975778887, 0.4954022443107084, 0.49475235123495814, 0.4941040632834204, 0.49345761036281727, 0.49281266291180353, 0.49216956265609685, 0.49152814638257813, 0.49088834874916937, 0.4902500237714845, 0.4896137213199941, 0.4889788313418848, 0.488345697538641, 0.4877141431776477, 0.4870841915273718, 0.48645592705928026]",True
1.0,0.95,1.0,0.0,1*(1-eps),"[0.49867763683708977, 0.49823845034658093, 0.4978000031341648, 0.4973622409515417, 0.49692542604075207, 0.49648927527562403, 0.4960538915882689, 0.4956192600480184, 0.4951853272545744, 0.49475220483309784, 0.4943200187536554, 0.4938884058648849, 0.4934575578302155, 0.4930275377971817, 0.49259820915043645, 0.4921696198530398, 0.4917416502379509, 0.49131444286965736, 0.49088816720055345]",True
1.0,0.95,1.0,0.0,0.5*(1-eps),"[0.4993379123813414, 0.4991176465180433, 0.4988975380995731, 0.4986776675632523, 0.49845793499762814, 0.49823838939070664, 0.49801908579533627, 0.49779995481956363, 0.4975810533425024, 0.49736229669385845, 0.49714368074184867, 0.4969252965768513, 0.4967072075350461, 0.49648904059883486, 0.4962714357962905, 0.49605386297101306, 0.49583647846993784, 0.4956191982443917, 0.4954020262312147]",True
1.0,0.95,1.0,0.0,0.25*(1-eps),"[0.49966869345611226, 0.4995584219302524, 0.4994481631742513, 0.49933792575710734, 0.49922772720893116, 0.49911759636081715, 0.49900753763414496, 0.4988975227386852, 0.49878752195565695, 0.49867756479819325, 0.4985676287665249, 0.4984578669065984, 0.49834797481877474, 0.4982383304231591, 0.49812870095573264, 0.49801907719938826, 0.4979094999259579, 0.4977999402715024, 0.4976902707828711]",True
1.0,0.95,1.0,0.5,2*(1-eps),"[0.4973578569608743, 0.4964820490982704, 0.49560871855653366, 0.4947377262729257, 0.4938692752580437, 0.4930031582587524, 0.49213941072527345, 0.4912780980142457, 0.49041906185077616, 0.4895626283859247, 0.48870839032742613, 0.48785646914285785, 0.4870070435705699, 0.4861597555532044, 0.4853149925003595, 0.4844724254250281, 0.4836319520129683, 0.4827940715065928, 0.4819585728455086]",True
1.0,0.95,1.0,0.5,1.5*(1-eps),"[0.49801658669911364, 0.497358224480683, 0.49670124308195784, 0.49604558838597285, 0.4953914327506578, 0.49473852833331633, 0.4940870010015971, 0.4934368647427508, 0.4927879218118232, 0.49214059731309906, 0.4914944860496263, 0.4908496469396741, 0.4902062270070718, 0.4895640736951856, 0.48892327351092724, 0.4882837890903762, 0.4876456921679453, 0.48700887912700114, 0.4863731186774083]",True
1.0,0.95,1.0,0.5,1*(1-eps),"[0.49867655944139955, 0.4982365836061462, 0.4977972858081717, 0.4973586503660005, 0.4969205513196937, 0.4964830591666022, 0.4960462496929206, 0.49561000265646055, 0.4951743633783785, 0.4947393166299542, 0.49430468185915183, 0.49387103709985813, 0.49343779593135184, 0.4930051834698789, 0.4925731569604248, 0.4921416535034029, 0.4917108768129536, 0.4912804870381596, 0.4908508731962306]",True
1.0,0.95,1.0,0.5,0.5*(1-eps),"[0.4993376674319264, 0.499117143923035, 0.4988968656237528, 0.498676732634719, 0.4984566630766189, 0.49823688755765383, 0.4980171136892858, 0.4977974872005166, 0.4975782287602697, 0.49735898251405375, 0.4971399584693945, 0.4969210181390349, 0.49670225267276785, 0.4964835163817537, 0.49626513815551393, 0.49604677844052797, 0.49582840812346257, 0.4956104704264856, 0.4953926678428466]",True
1.0,0.95,1.0,0.5,0.25*(1-eps),"[0.4996686607148367, 0.49955830835385456, 0.4994479979840664, 0.49933770196454536, 0.4992274306990981, 0.499117250521569, 0.49900708033120217, 0.4988969685295913, 0.49878679535290443, 0.49867680356934146, 0.4985667172122563, 0.49845674171013954, 0.4983469032167287, 0.4982370406189023, 0.49812716297597676, 0.49801728824023045, 0.4979074632969205, 0.4977977155380118, 0.4976880474826657]",True
1.0,0.95,1.0,0.75,2*(1-eps),"[0.4973556556062521, 0.4964784592199168, 0.49560341988981343, 0.4947304434712858, 0.49385962342326095, 0.4929909118740097, 0.4921242644936878, 0.4912597390903937, 0.4903973264551595, 0.48953681753190514, 0.4886785259892289, 0.4878224081735538, 0.4869682487640983, 0.4861159730760633, 0.48526601822767257, 0.4844178084770055, 0.48357189018476493, 0.48272795263906404, 0.48188582396583546]",True
1.0,0.95,1.0,0.75,1.5*(1-eps),"[0.4980153726454732, 0.4973562174850075, 0.4966982840185917, 0.49604150976797245, 0.4953859659435314, 0.4947315991787443, 0.49407842691931236, 0.49342636132681417, 0.4927755292785011, 0.49212597766321015, 0.4914775135408247, 0.4908302534451116, 0.49018413458578863, 0.48953922713003606, 0.4888953343348036, 0.48825282526876645, 0.48761136151756673, 0.4869710281386018, 0.48633180225538997]",True
1.0,0.95,1.0,0.75,1*(1-eps),"[0.4986760190802061, 0.49823573912027247, 0.4977959910975667, 0.49735677396269173, 0.4969181684339205, 0.49647996264011335, 0.4960423553705337, 0.495605264657257, 0.4951688251714597, 0.49473274080879004, 0.49429723055962815, 0.4938623440197007, 0.49342777636246615, 0.49299385075613306, 0.4925606150969117, 0.4921277396026408, 0.4916952327327726, 0.4912635394693737, 0.4908321850309209]",True
1.0,0.95,1.0,0.75,0.5*(1-eps),"[0.4993375449330622, 0.49911698562472184, 0.4988965666893928, 0.4986763134354894, 0.4984561048061393, 0.4982361118891996, 0.498016158699196, 0.4977964520632552, 0.49757683669775016, 0.49735725876830694, 0.4971379717755531, 0.49691867055753175, 0.4966996794900668, 0.4964807644960051, 0.49626169500415274, 0.49604325987435144, 0.4958244245898786, 0.49560623670251563, 0.4953879267208166]",True
1.0,0.95,1.0,0.75,0.25*(1-eps),"[0.4996686533213631, 0.49955826891242977, 0.4994479279010283, 0.4993376097452291, 0.4992273150481536, 0.49911708076065836, 0.49900680895051863, 0.4988966433049688, 0.49878647754636907, 0.49867635031429514, 0.49856621510564886, 0.4984561943283768, 0.4983461809933068, 0.4982361947614206, 0.4981263292861538, 0.4980163254802519, 0.4979062496163001, 0.49779659339006216, 0.49768667708004083]",True
1.0,0.95,1.5,0.0,2*(1-eps),"[0.7460435003937702, 0.7447338734672642, 0.7434288240153543, 0.7421282738343431, 0.7408326199849289, 0.739541293362909, 0.738254169910815, 0.7369718424873724, 0.7356941028426998, 0.7344205256526048, 0.7331513943506383, 0.7318862951208628, 0.7306263076251895, 0.7293701785381649, 0.7281178751843218, 0.7268710769295758, 0.7256277988421335, 0.7243882094037903, 0.7231542333368859]",True
1.0,0.95,1.5,0.0,1.5*(1-eps),"[0.7470285544285513, 0.746043348152825, 0.7450607044070148, 0.74408083887964, 0.7431034151720645, 0.742128461862486, 0.7411559129819246, 0.7401863248066309, 0.7392191485140995, 0.7382542360635028, 0.7372920494253897, 0.7363325219364037, 0.7353748173910676, 0.734420489788567, 0.7334677698844507, 0.732518542400814, 0.7315711070485033, 0.730626327632644, 0.7296838809282349]",True
1.0,0.95,1.5,0.0,1*(1-eps),"[0.7480164946783011, 0.7473576822853514, 0.746699769562517, 0.7460434362124525, 0.7453878359974785, 0.7447339228067951, 0.744080531600971, 0.7434288186302876, 0.7427779278945308, 0.742127979317957, 0.7414800006103185, 0.7408325730773206, 0.7401860519789987, 0.7395412471478204, 0.7388972811804375, 0.7382539763659971, 0.7376121602078167, 0.7369715972065954, 0.736332179644435]",True
1.0,0.95,1.5,0.0,0.5*(1-eps),"[0.7490068996680059, 0.7486763013348184, 0.748346305572039, 0.7480163470732873, 0.7476867281888527, 0.747357408377015, 0.7470286672377319, 0.7466995131703669, 0.7463716071663724, 0.7460434220180634, 0.7457155578245735, 0.7453879255392887, 0.7450608178548374, 0.7447336822173534, 0.7444071218624838, 0.7440805068342603, 0.7437543659923637, 0.7434284400401564, 0.7431031316233225]",True
1.0,0.95,1.5,0.0,0.25*(1-eps),"[0.7495030951042317, 0.7493375366683254, 0.7491721680120876, 0.7490067771311647, 0.7488415918149558, 0.748676262465897, 0.7485111733676793, 0.7483462240087725, 0.7481810324898984, 0.7480163743168344, 0.7478515933229462, 0.7476864901033768, 0.7475220453073029, 0.7473572685176215, 0.7471929206581374, 0.7470286356515806, 0.7468637771548875, 0.7466994523322622, 0.7465356703515454]",True
1.0,0.95,1.5,0.75,2*(1-eps),"[0.7460368146730028, 0.7447231302508077, 0.7434129149312043, 0.7421066367582466, 0.7408038266632562, 0.7395045248380903, 0.7382091941076578, 0.7369170366925748, 0.7356283412897534, 0.7343438328737126, 0.7330624717868658, 0.7317842255429303, 0.7305104943322759, 0.7292397428822368, 0.7279723221658592, 0.726708658424571, 0.7254481649297012, 0.7241913283154426, 0.7229372303681664]",True
1.0,0.95,1.5,0.75,1.5*(1-eps),"[0.7470249040843271, 0.7460373943845913, 0.745051778071141, 0.7440684870761679, 0.74308715235969, 0.7421078241839492, 0.7411305190120353, 0.7401551352304241, 0.7391820915202502, 0.7382108936669519, 0.7372415559478834, 0.7362745097808724, 0.7353090410017542, 0.7343456597048701, 0.7333850345927301, 0.7324256846492194, 0.7314685939084451, 0.7305132518695937, 0.7295596329686312]",True
1.0,0.95,1.5,0.75,1*(1-eps),"[0.7480147841561761, 0.747354945062157, 0.7466960056008806, 0.7460377570233956, 0.7453808129880254, 0.7447243623884231, 0.744069327404945, 0.7434149389077732, 0.7427615082279007, 0.7421088740178173, 0.741457343033066, 0.7408063825252129, 0.7401565366087178, 0.7395075119319071, 0.7388597175140739, 0.7382120967770468, 0.7375660504000906, 0.7369208400283366, 0.7362762976859326]",True
1.0,0.95,1.5,0.75,0.5*(1-eps),"[0.7490064540059742, 0.7486757561263027, 0.748345342704171, 0.7480150031167809, 0.7476850684880876, 0.747355200479282, 0.7470257084938748, 0.7466963842902757, 0.74636736988149, 0.7460384072418393, 0.7457099359590958, 0.7453813780998828, 0.7450529436660402, 0.7447250210896816, 0.7443975546273908, 0.7440701904204564, 0.7437427103240727, 0.7434155734879432, 0.743089027704522]",True
1.0,0.95,1.5,0.75,0.25*(1-eps),"[0.749503016915061, 0.7493374424278143, 0.749171981463226, 0.7490065570180394, 0.7488410815769599, 0.748675739330474, 0.7485104284145153, 0.7483452474143896, 0.7481800824851741, 0.7480150099554164, 0.7478499795039458, 0.7476850112453366, 0.7475200535229553, 0.7473551987021724, 0.7471905578693198, 0.7470254997731778, 0.7468612202207561, 0.74669626754677, 0.7465318530646295]",True
1.0,0.95,1.5,1.125,2*(1-eps),"[0.7460334616350655, 0.7447176772764116, 0.743405084787355, 0.7420957375796993, 0.7407895100405747, 0.7394864090466887, 0.738186491110128, 0.7368894489692143, 0.7355959876353511, 0.7343053319553676, 0.733017990300541, 0.7317334950536659, 0.7304523797689915, 0.7291737626639493, 0.727898962636115, 0.7266265492711352, 0.7253577469995073, 0.7240919246453523, 0.7228289747074815]",True
1.0,0.95,1.5,1.125,1.5*(1-eps),"[0.7470230634008452, 0.7460343219795268, 0.7450474474603279, 0.7440622619345109, 0.7430790106189531, 0.7420973724001823, 0.7411176455908898, 0.7401396739280736, 0.7391634794766909, 0.7381890507635451, 0.7372161495000038, 0.7362453659729481, 0.7352763021289126, 0.7343083482760895, 0.7333430852685685, 0.7323790128582627, 0.7314168996572625, 0.7304562548868946, 0.7294977020159016]",True
1.0,0.95,1.5,1.125,1*(1-eps),"[0.7480140122131144, 0.747353574871798, 0.7466939684002136, 0.7460351958701571, 0.7453771646279546, 0.7447199613625788, 0.744063618370578, 0.743408008028107, 0.7427531070556518, 0.7420991534914776, 0.7414457127360071, 0.7407929600745748, 0.7401416801113657, 0.7394906437422197, 0.738840909567748, 0.7381914118914377, 0.7375429450692348, 0.7368949048556108, 0.7362483715831882]",True
1.0,0.95,1.5,1.125,0.5*(1-eps),"[0.7490062839714322, 0.748675466283269, 0.74834481386408, 0.7480143270527977, 0.7476841702460189, 0.7473540179768393, 0.7470242227932515, 0.7466944714756538, 0.7463651411215397, 0.7460359107388426, 0.7457068794621547, 0.7453782179434214, 0.7450494581572679, 0.7447209238615112, 0.7443924554954172, 0.7440648318532683, 0.7437365068810197, 0.7434091526033882, 0.7430818556835819]",True
1.0,0.95,1.5,1.125,0.25*(1-eps),"[0.7495029683505946, 0.7493373826107668, 0.749171884856181, 0.7490063914409334, 0.7488409760264244, 0.7486755323621447, 0.7485101982086492, 0.7483449239158935, 0.7481796251182383, 0.7480144645300376, 0.7478492622619656, 0.7476842214273126, 0.7475192221865856, 0.747354006728075, 0.7471891257378074, 0.7470243271941285, 0.7468595333535921, 0.7466945654411488, 0.7465300791201727]",True
1.25,0.0,0.5,0.0,2*(1-eps),"[0.1272768605670707, 0.1058379377382092, 0.08982926131034755, 0.07754983235250341, 0.06790256292734777, 0.06016413988760315, 0.05384470669396019, 0.048603582526384685, 0.04419797522080865, 0.040450940897635124, 0.03723094144840427, 0.03443843589420664, 0.03199688266104231, 0.029846556112567646, 0.027940258709691933, 0.026240238156206103, 0.024715987316014223, 0.023342611102390262, 0.022099593827715893]",True
1.25,0.0,0.5,0.0,1.5*(1-eps),"[0.1272768605670707, 0.1058379377382092, 0.08982926131034755, 0.07754983235250341, 0.06790256292734777, 0.06016413988760315, 0.05384470669396019, 0.048603582526384685, 0.04419797522080865, 0.040450940897635124, 0.03723094144840427, 0.03443843589420664, 0.03199688266104231, 0.029846556112567646, 0.027940258709691933, 0.026240238156206103, 0.024715987316014223, 0.023342611102390262, 0.022099593827715893]",True
